type,id,session,trial,delay,response,reward,totalvolume,flag,accuracy,normResponse,normAccuracy,lagResponse,lagReward,lagDelay,rewardRate,lagRewardRate,windowReward
1,1,2,73,10,4.46111213799941,2.3,33.8,0,-0.538887862000593,1.3400856184302,0.472467567820616,3.36579821499981,0.5,6,0.23,0.0833333333333333,1.7
1,1,2,74,8,4.19426672699956,1.2,35,0,0.194266726999558,1.09707030776674,1.27642791683275,4.46111213799941,2.3,10,0.15,0.23,1.33333333333333
1,1,2,75,6,3.17925792900041,1.2,36.2,0,0.179257929000414,0.172704857944398,0.500074833534939,4.19426672699956,1.2,8,0.2,0.15,1.56666666666667
1,1,2,76,6,2.71045528700051,2.3,38.5,0,-0.289544712999486,-0.254232293639292,-0.043804126987844,3.17925792900041,1.2,6,0.383333333333333,0.2,1.56666666666667
1,1,2,77,10,4.0225436640003,0.5,39,0,-0.977456335999705,0.94068263242137,-0.0721277474799261,2.71045528700051,2.3,6,0.05,0.383333333333333,1.33333333333333
1,1,2,78,4,2.03978154400011,2.3,41.3,0,0.0397815440001068,-0.865012847812505,0.266196543558968,4.0225436640003,0.5,10,0.575,0.05,1.7
1,1,2,79,10,4.03305341299983,1.2,42.5,0,-0.966946587000166,0.950253829124915,-0.0590771968602185,2.03978154400011,2.3,4,0.12,0.575,1.33333333333333
1,1,2,81,8,2.97694877600043,0.5,43.5,0,-1.02305122399957,-0.0115374772793479,-0.305648664002472,5.21921817200018,0.5,8,0.0625,0.0625,0.733333333333333
1,1,2,82,10,5.44346663399938,0,43.51,0,0.443466633999378,2.23471289394744,1.69231278744553,2.97694877600043,0.5,8,0,0.0625,0.333333333333333
1,1,2,83,4,1.54736039699947,0,43.52,0,-0.452639603000534,-1.3134593006379,-0.577233667165947,5.44346663399938,0,10,0,0,0.166666666666667
1,1,2,84,6,3.96101881400045,0.5,44.02,0,0.961018814000454,0.884652137161167,1.40703068109026,1.54736039699947,0,4,0.0833333333333333,0,0.166666666666667
1,1,2,85,8,2.94286087299952,0,44.03,0,-1.05713912700048,-0.042581227691216,-0.349950707674183,3.96101881400045,0.5,6,0,0.0833333333333333,0.166666666666667
1,1,2,86,4,2.69126215300003,1.2,45.23,0,0.691262153000025,-0.271711422863428,1.38206744122227,2.94286087299952,0,8,0.3,0,0.566666666666667
1,1,2,87,6,4.08098250000057,0.5,45.73,0,1.08098250000057,0.993902704043386,1.5462059309649,2.69126215300003,1.2,4,0.0833333333333333,0.3,0.566666666666667
1,1,2,88,4,2.40867472199989,1.2,46.93,0,0.408674721999887,-0.529062943643844,0.89804522176964,4.08098250000057,0.5,6,0.3,0.0833333333333333,0.966666666666667
1,1,2,90,8,2.70857814499959,2.3,51.53,0,-1.29142185500041,-0.255941801195761,-0.654434196937321,5.61671750799997,2.3,8,0.2875,0.2875,1.93333333333333
