id,cond,k,s,k2,s2,weber1,weber2,weberR,stevens1,stevens2,stevensR,meanReproduction,stdReproduction,cvReproduction,meanDiff,stdDiff,cvDiff,meanAbsDiff,stdAbsDiff,cvAbsDiff,meanRelReproduction,stdRelReproduction,cvRelReproduction,meanSR,stdSR,cvSR,meanRelDiff,stdRelDiff,cvRelDiff,meanAbsError,stdAbsError,cvAbsError,weberVar,weberVarR,stevensVar,stevensVarR
130,2,0.02010341,0.02013955,0.01646577,0.02764167,3.081071,-0.8684548,0.5365261,1.104284,0.7369165,0.5573909,4.369367,2.922613,0.6688871,-2.470536,3.045761,-1.232834,2.676207,2.860354,1.068809,0.7141424,0.3544517,0.4963319,1.665443,0.7214506,0.4331883,-0.2858576,0.3544517,-1.239959,0.3718784,2.860354,7.691638,1.401524,0.6411765,1.013516,0.8094542
131,3,0.04586492,0.04725602,0.03674801,0.05357207,5.150772,-3.319245,0.8944283,0.7521547,1.027067,0.9572229,5.437067,3.784117,0.695985,-1.402836,1.123899,-0.8011618,1.424523,1.095315,0.7688995,0.7745555,0.1539103,0.1987079,1.348877,0.3078948,0.2282601,-0.2254445,0.1539103,-0.6826971,0.2302836,1.095315,4.756375,0.3579616,0.7240369,0.4197391,0.6782091
132,1,0.04565853,0.03079559,0.03576242,0.09850919,3.884257,-1.61057,0.8408183,1.017829,0.8407196,0.8987653,4.992667,2.943214,0.5895075,-1.847236,1.959148,-1.060583,1.966364,1.83529,0.9333419,0.7886946,0.210814,0.2672949,1.340582,0.3009396,0.2244843,-0.2113055,0.210814,-0.9976742,0.2631972,1.83529,6.973059,0.451604,0.6749519,0.5512169,0.7717727
133,1,0.1136714,0.0358707,0.0404181,0.03364383,3.780229,-2.810789,0.7102042,0.3515917,1.188303,0.7894881,3.6156,3.116675,0.8620076,-3.224303,2.261395,-0.7013596,3.224303,2.261395,0.7013596,0.4891608,0.1718429,0.3513014,2.352017,0.9834135,0.418115,-0.5108392,0.1718429,-0.3363933,0.5108392,2.261395,4.426825,1.325655,0.9569827,1.019467,0.9400263
134,1,0.07798623,0.1357133,0.1108654,0.2082776,3.010486,-1.078492,0.7929928,1.019969,0.740308,0.7896849,4.039333,2.348913,0.5815101,-2.800569,2.691487,-0.9610499,2.801492,2.690494,0.960379,0.6395786,0.1653682,0.258558,1.662188,0.4138483,0.248978,-0.3604214,0.1653682,-0.4588189,0.3607284,2.690494,7.458502,0.5909959,0.4570374,0.5887341,0.4130185
135,4,0.05635639,0.08050878,0.04006626,0.08909927,5.812257,-2.812571,0.8517941,1.609892,0.7936565,0.8284168,7.068267,4.375649,0.6190555,0.2283639,1.987308,8.702371,1.371545,1.434342,1.045785,1.063986,0.2730131,0.2565947,0.9981672,0.2497645,0.2502232,0.06398603,0.2730131,4.266762,0.2064856,1.434342,6.946451,1.058294,0.6367176,0.7529796,0.6340093
136,4,0.1054303,0.01785758,0.1163428,0.1199736,4.280186,-2.738349,0.7262623,0.5391635,1.092846,0.8183049,4.537967,3.489642,0.768988,-2.301936,2.021593,-0.8782143,2.316741,2.004021,0.8650171,0.6571549,0.2239117,0.340729,1.775206,0.8691647,0.4896134,-0.3428451,0.2239117,-0.6530987,0.3501773,2.004021,5.722876,0.8670393,0.7085367,0.529971,0.6250894
137,1,0.04494083,0.08140369,0.06370866,0.02567312,3.580271,-1.034561,0.832177,1.277856,0.736568,0.8563275,5.0519,2.726924,0.5397819,-1.788003,2.257094,-1.262355,2.075726,1.986066,0.9568053,0.8176264,0.2365827,0.2893531,1.316624,0.3496112,0.2655362,-0.1823736,0.2365827,-1.297242,0.2684351,1.986066,7.398681,0.4937977,0.7618734,0.5510696,0.8202145
138,1,0.1027675,0.04070414,0.1158386,0.05052387,1.827597,0.01725672,0.4923106,1.019091,0.6088139,0.5098605,3.124171,1.80978,0.5792832,-3.715731,3.467007,-0.933062,3.756257,3.421533,0.9108891,0.5446936,0.2572365,0.4722591,2.651051,2.625598,0.9903991,-0.4553064,0.2572365,-0.5649745,0.4747252,3.421533,7.207397,0.7212225,0.5546001,0.7198058,0.6506383
139,3,0.02843284,0.04195936,0.02830319,0.03173006,5.227728,-2.617508,0.6412369,1.227963,0.8632644,0.6618578,6.26963,4.535955,0.7234805,-0.5702722,2.779035,-4.873173,1.004109,2.64886,2.638021,0.9508849,0.2199454,0.231306,3.391956,12.88641,3.799109,-0.04911508,0.2199454,-4.478164,0.1266587,2.64886,20.91336,2.533239,0.5694191,3.533355,0.942189
140,4,0.01502702,0.02664945,0.01817121,0.0257699,5.753324,-3.53976,0.868768,0.9010506,1.006318,0.9373895,6.24089,4.288762,0.6872035,-0.5990129,1.131425,-1.888817,0.6934324,1.07419,1.549091,0.9079782,0.1286147,0.1416495,1.12825,0.2012563,0.1783792,-0.0920218,0.1286147,-1.397655,0.1153338,1.07419,9.313748,0.8469133,0.460674,3.067014,0.8556355
141,1,0.116271,0.07618936,0.1162232,0.02447311,4.116704,-2.560397,0.8108307,0.7045976,0.9651527,0.8450152,4.438001,3.176506,0.7157514,-2.401901,2.026818,-0.8438388,2.411474,2.015025,0.8355987,0.639854,0.1659078,0.25929,1.659783,0.4030042,0.2428053,-0.360146,0.1659078,-0.4606681,0.3648996,2.015025,5.522135,0.8762305,0.7608958,1.065753,0.9072875
142,2,0.01696879,0.0506044,0.01430789,0.0398289,5.269714,-3.194478,0.9144131,0.9089005,0.966664,0.9596295,5.764036,3.82896,0.6642845,-1.075867,1.086771,-1.010136,1.171643,0.9789751,0.8355577,0.8348986,0.1376644,0.1648876,1.230466,0.2094056,0.170184,-0.1651014,0.1376644,-0.8338172,0.1858632,0.9789751,5.267181,0.3761173,0.6371299,0.4440064,0.5508467
143,3,0.01958853,0.03992469,0.01366265,0.02057124,4.517998,-2.959669,0.8235158,0.6622017,1.022199,0.87572,4.720929,3.459196,0.7327362,-2.118974,1.760837,-0.8309858,2.118974,1.760837,0.8309858,0.670522,0.1463913,0.2183245,1.561958,0.3456283,0.2212789,-0.329478,0.1463913,-0.444313,0.329478,1.760837,5.344325,0.9949065,0.8049461,1.097457,0.8727957
144,4,0.1180785,0.1909103,0.1142033,0.3869878,4.059813,-1.961839,0.8511419,0.9354287,0.8775556,0.9022414,4.939842,3.057525,0.618952,-1.900061,1.876606,-0.987656,1.919274,1.85627,0.9671733,0.7600278,0.1586478,0.2087395,1.375609,0.3128984,0.2274617,-0.2399722,0.1586478,-0.661109,0.2495132,1.85627,7.439568,0.5896826,0.7480595,0.6160669,0.7092248
145,3,0.05066921,0.06126045,0.03608687,0.03574146,3.475661,-0.590481,0.6958392,1.586461,0.6555364,0.6933969,5.318142,2.894996,0.5443622,-1.52176,2.684995,-1.764401,2.366621,1.952121,0.8248559,0.8803447,0.3653412,0.414998,1.339178,0.5335592,0.3984229,-0.1196553,0.3653412,-3.053281,0.3436121,1.952121,5.681177,0.3738563,0.2740857,0.2215249,0.2402213
