A	DA	B	DB	R	ID
27.5	0	39.7	6	0	47
24	0	42.4	9	0	47
27	0	45.8	4	1	47
20.8	0	25.2	2	0	47
27	0	47.7	9	1	47
29.2	0	31.6	1	0	47
20.4	0	67.8	12	1	47
21.8	0	20	1	0	47
22.3	0	21.2	1	0	47
20.5	0	35.5	12	0	47
29.6	0	65.9	12	0	47
20.9	0	27.2	1	1	47
27.5	0	41.8	6	0	47
27.8	0	42.5	9	0	47
23.3	0	37	2	1	47
22.8	0	32.1	12	0	47
25.7	0	41.5	4	0	47
27.8	0	49.9	12	0	47
29	0	31.4	1	0	47
26.1	0	39.1	6	1	47
21.7	0	44	2	1	47
28.5	0	30.3	9	0	47
21.3	0	23	1	0	47
28.9	0	33.5	2	0	47
25.3	0	33.8	4	1	47
22.6	0	26.1	2	0	47
21.4	0	41	12	0	47
20.3	0	35.8	9	0	47
22.1	0	26.2	2	1	47
22.1	0	39.5	9	0	47
23.7	0	35.6	2	1	47
29.8	0	63.4	12	0	47
24.6	0	29.6	2	1	47
22.8	0	32.7	2	1	47
21.3	0	41.5	6	0	47
28.8	0	34.6	2	1	47
29.3	0	44.1	12	0	47
20.4	0	23.4	4	0	47
26	0	27.2	1	0	48
24.5	0	34.9	2	1	48
23.1	0	49.1	12	1	48
26.8	0	30.1	6	0	48
24.8	0	41.6	9	1	48
23.9	0	26.4	4	0	48
23.7	0	26.3	1	0	48
22.7	0	23.8	1	0	48
20.4	0	26.4	12	0	48
22.3	0	27.2	4	0	48
25	0	38.6	9	1	48
24.4	0	49.5	12	1	48
21.7	0	35	12	0	48
26.2	0	30.2	1	1	48
29.4	0	29.9	6	0	48
25	0	31.6	6	0	48
25.1	0	26.6	1	0	48
21.2	0	22.6	1	0	48
26.3	0	43.3	9	1	48
24	0	47.9	9	1	48
22.9	0	29.1	9	0	48
28.8	0	39.2	9	0	48
22.2	0	30.1	4	1	48
28.2	0	28.7	6	0	49
25.4	0	31	1	1	49
28.5	0	33.5	4	0	49
25.1	0	33.8	6	1	49
27.8	0	30.4	2	0	49
27.3	0	32.1	1	1	49
23.4	0	24.6	1	0	49
25.3	0	28	2	0	49
20.2	0	33.2	9	0	49
23.3	0	29.7	4	1	49
20.8	0	22	1	0	49
24.2	0	30	4	1	49
28.5	0	37.7	6	1	49
28.5	0	24.1	1	0	49
29.2	0	37.8	6	1	49
28.8	0	40.2	9	0	49
20.2	0	21.2	1	0	49
25.1	0	28.4	9	0	49
23.1	0	37.1	12	1	49
20.4	0	28.9	9	1	49
22.4	0	24.4	2	0	49
20.5	0	18.2	1	0	49
27.8	0	35.8	2	1	49
22	0	40.9	12	1	49
22.8	0	27.8	2	0	49
29.4	0	37.1	6	0	49
28.3	0	33.6	4	1	49
29.7	0	45.2	12	1	49
23.5	0	29.2	6	1	49
27	0	30.9	12	0	49
28.9	0	31.2	2	1	49
27.9	0	34.3	6	1	49
29.5	0	33.8	4	0	49
29.5	0	45.4	6	0	49
26.2	0	32.5	6	0	49
27.5	0	29.8	2	0	49
28.3	0	39.1	9	0	49
23	0	19.1	1	0	49
22.5	0	45.5	9	1	49
27	0	28.2	1	0	49
24.9	0	38.2	12	0	49
28.4	0	31.1	2	0	49
24.8	0	39.1	12	0	49
20.6	0	31.9	4	1	49
22.6	0	37.4	6	1	49
21.1	0	19.2	1	0	49
22.8	0	40.9	9	1	49
26.1	0	32.8	6	0	49
21.7	0	19.8	2	0	49
29.3	0	64.2	12	1	49
21.1	0	26.7	2	1	49
24.8	0	36.8	6	1	49
24.6	0	25.4	2	0	49
20.2	0	28.1	9	0	49
22.1	0	24.6	2	0	49
28.6	0	33.6	4	0	50
24	0	29.3	4	0	50
20.8	0	19.6	2	0	50
26	0	41.4	9	0	50
25.7	0	40.9	12	0	50
28.9	0	39.1	6	0	50
29.2	0	44.1	6	0	50
21.3	0	29.4	9	0	50
21.3	0	21	4	0	50
22.9	0	34.7	9	0	50
20.4	0	29.8	12	0	50
23	0	22.5	1	0	50
26.9	0	31	2	0	50
24.3	0	32.7	4	0	50
22.8	0	26.6	1	1	50
26.5	0	25.5	4	0	51
23.3	0	44.2	12	0	51
24.5	0	42.8	12	0	51
27	0	31.2	2	0	51
21.7	0	21.7	2	0	51
21	0	27.9	2	0	51
28.2	0	54	2	1	51
26	0	64.8	6	1	51
27.9	0	53.3	12	0	51
23.9	0	28.2	2	0	51
24.2	0	35.5	2	0	51
20.4	0	20.9	9	0	51
25.6	0	26.1	6	0	51
23.4	0	39.7	2	1	51
22	0	39.8	9	0	51
28.3	0	34	2	0	51
25.3	0	36.8	9	0	51
23.1	0	22.4	1	0	51
27.2	0	29.6	2	0	52
27.9	0	66.7	12	0	52
23.4	0	154.4	12	1	52
28.6	0	30.4	1	0	52
20.7	0	21.1	9	0	52
27.1	0	27.7	6	0	52
23.8	0	45.3	12	0	52
29.4	0	53.7	9	0	52
27.3	0	67.1	9	0	52
28.5	0	38.3	4	1	52
25.1	0	99.7	6	0	52
23.1	0	16.5	6	0	52
22.5	0	28.4	4	0	52
29.3	0	52.5	12	0	52
26.3	0	34.2	4	0	52
28	0	21.8	4	0	52
21.7	0	434.1	12	0	52
27.7	0	31.9	2	0	52
26.8	0	22.8	12	0	52
23.2	0	44.7	12	0	52
22.7	0	16.1	2	0	52
28.9	0	26.9	9	0	52
20.7	0	18.8	6	0	52
28.8	0	39.8	4	0	52
23.1	0	27.7	2	0	52
29.6	0	64.4	12	0	52
30	0	33.2	1	0	52
29.1	0	28.4	4	0	52
24.8	0	34.7	12	0	52
21.6	0	32.4	12	0	52
26.9	0	26.6	4	0	52
27.5	0	45.8	6	0	52
22.7	0	49.4	4	0	52
26.3	0	32.2	4	0	52
28	0	31.4	2	0	52
24.5	0	27.7	2	0	52
29.2	0	25.7	9	0	52
20.2	0	21.7	1	0	52
29.8	0	56.8	12	0	52
23.8	0	23.3	4	0	52
22.1	0	31.7	1	0	52
23.8	0	70.5	2	0	52
21	0	15.8	12	0	52
21	0	91.3	1	0	52
21.8	0	33.5	9	0	52
25.4	0	17.2	9	0	52
24.8	0	26.5	1	0	52
25.6	0	-151.6	9	0	52
28.9	0	19.7	12	0	52
26	0	29.6	2	0	52
29	0	-182.4	6	0	52
25.7	0	14.1	2	0	52
29.5	0	41.7	6	0	52
28.5	0	46.3	9	0	52
20	0	25.9	4	0	52
23.1	0	13.8	4	0	52
29.5	0	-103.8	9	0	52
23.5	0	39.3	9	0	52
21.9	0	-269.3	2	0	52
23	0	26.6	2	0	52
28.7	0	-71.1	9	0	52
21.5	0	11	1	0	52
26.5	0	17.1	12	0	52
21.7	0	14.2	12	0	52
20.4	0	27.1	4	0	52
27	0	-82.7	6	0	52
27.3	0	-59.7	9	0	52
29.5	0	-93.7	4	0	52
21.5	0	13	9	0	52
23.3	0	-102.9	2	0	52
24.6	0	49.2	12	0	52
23.6	0	47.6	12	0	52
29.6	0	-119.8	2	0	52
24.5	0	37.4	6	0	52
25.5	0	45.8	9	0	52
27.5	0	30	1	0	52
22	0	-39.6	9	0	52
23.3	0	25.5	1	0	52
24.9	0	-63.8	4	0	52
28.3	0	33.6	2	0	52
24.3	0	11.9	1	0	52
29.1	0	40.1	4	0	52
23.7	0	12.1	2	0	52
20.4	0	-31.3	12	0	52
22.6	0	13.5	9	0	52
25.4	0	30.4	2	0	52
28.4	0	-97.2	2	0	52
23.7	0	33	4	0	52
25.3	0	30.3	2	0	52
20.5	0	-49	4	0	52
27.9	0	49	6	0	52
28.1	0	15.2	4	0	52
24.3	0	11.4	1	0	52
24.6	0	15.4	12	0	52
23.6	0	27.9	1	0	52
25.4	0	34.5	2	0	52
29.8	0	18	9	0	52
25.2	0	12	1	0	52
28	0	15.2	4	0	52
22.4	0	13.7	9	0	52
24.3	0	33.3	2	0	52
28.8	0	60.3	6	0	52
29	0	18.6	12	0	52
26.2	0	14.4	4	0	52
21.5	0	45.5	6	0	52
21.6	0	25.8	1	0	52
25.3	0	-63.4	1	0	52
23.9	0	11.5	1	0	52
23.1	0	24.1	1	0	53
24.8	0	39.6	12	0	53
22.5	0	20.3	1	0	53
25.8	0	34.3	9	0	53
23.2	0	29	2	1	53
27.4	0	38.6	6	0	53
27.1	0	29.7	2	0	53
21.3	0	24.9	2	0	53
28.4	0	39.2	9	0	53
22.4	0	19.6	1	0	53
26.3	0	44	12	0	53
21.3	0	28.5	2	0	53
29.2	0	31	1	0	53
28.7	0	39.6	6	0	53
23.2	0	37.6	1	1	53
26.5	0	38.2	6	0	53
28.7	0	31.1	1	0	53
25.7	0	55.1	6	1	53
29	0	31.7	1	0	53
23.3	0	49.2	12	1	53
28.7	0	48.8	9	1	53
26.3	0	52.7	4	1	53
22.8	0	26	2	0	53
22.9	0	23	4	0	53
27.9	0	54.8	6	1	53
26.4	0	31.6	6	0	53
20.4	0	27.6	2	0	53
28	0	41.2	6	0	53
23.5	0	27.6	2	0	53
25.1	0	30.2	6	0	53
21.8	0	39.9	9	0	53
23.3	0	32.5	4	1	53
20.4	0	22.4	1	0	53
20.3	0	33.2	12	0	53
20.1	0	24.1	4	0	53
23.8	0	24.9	1	0	54
29.9	0	33.7	9	0	54
23.4	0	22.3	2	0	54
22	0	36.4	12	0	54
20.9	0	34.1	6	1	54
27.6	0	38.7	6	0	54
23.5	0	29.3	2	0	54
25.4	0	36.3	6	0	54
24.2	0	32	4	0	54
21.1	0	61.7	12	1	54
21.6	0	44.2	12	0	54
22	0	34.8	4	0	54
26.9	0	28.4	4	0	54
23.6	0	35.2	2	1	54
22.9	0	46.3	6	1	54
23.8	0	68.6	12	1	54
20.4	0	20.4	1	0	54
23.5	0	38.1	6	0	54
27.3	0	41.2	4	0	54
24.6	0	84	6	1	54
25.1	0	26.4	1	0	54
29.7	0	145.4	12	1	54
20.4	0	21.5	1	0	54
27.7	0	29.5	12	0	54
23.6	0	38.8	2	1	54
24.8	0	31.3	4	0	54
20.2	0	29.5	6	0	54
24.2	0	70.7	12	1	54
20.8	0	47.9	9	1	54
24.2	0	53.5	9	1	54
22.6	0	56.9	12	1	54
20.3	0	42.1	12	0	54
23.8	0	36	6	0	54
20.5	0	30.9	4	1	55
25	0	30.5	1	1	55
20.3	0	29	6	0	55
27.3	0	34.3	4	0	55
20.7	0	21.6	1	0	55
27	0	43.1	12	0	55
22.3	0	25.2	2	0	55
21.1	0	19.4	1	0	55
27.9	0	26.8	4	0	56
29.9	0	32.1	6	0	56
22.8	0	30.5	4	1	56
23	0	31.4	6	1	56
26.9	0	35.4	9	1	56
25.2	0	31.3	9	0	56
24.6	0	34.4	9	1	56
28.9	0	47.6	6	1	56
21.4	0	25	4	0	56
26.8	0	43.4	12	1	56
21.7	0	19.9	2	0	56
27.3	0	34.3	2	1	56
25.6	0	24.4	1	0	56
28.9	0	40	9	1	56
29.2	0	38.4	9	1	56
26.1	0	27.7	2	0	56
29.5	0	31.4	2	0	56
24.6	0	31.7	4	1	56
24.7	0	35.8	9	1	56
24.8	0	28	4	0	56
20.8	0	25.2	9	1	56
28.2	0	45	12	1	56
24.8	0	28.9	6	0	56
24.9	0	33.8	12	1	56
29.7	0	35.1	2	1	56
20.5	0	21.1	1	0	56
25.5	0	24.6	2	0	56
21.8	0	23.3	6	0	56
27.3	0	28.1	1	1	56
26.1	0	29	4	1	56
24.7	0	33.3	9	1	56
20.6	0	29.2	12	0	56
28.1	0	26.8	1	0	56
27.2	0	56.8	12	1	57
23.5	0	27.3	4	0	57
22.1	0	20.9	2	0	57
22.5	0	32.9	9	1	57
21.9	0	23.9	6	0	57
25.1	0	24.1	1	0	57
26.9	0	31.6	6	0	57
22.8	0	28.4	4	0	57
22.2	0	26.9	4	0	57
23.8	0	29.4	4	0	57
25.1	0	39.5	9	1	57
29	0	48.4	12	1	57
20.2	0	20.5	4	0	57
20.3	0	25.2	9	0	57
25.7	0	27.1	1	0	57
27.9	0	41.4	9	1	57
24.1	0	31.3	6	1	57
23.8	0	25.2	4	0	57
23.6	0	25.5	4	0	57
26	0	39.2	4	1	57
23.8	0	44.6	12	1	57
29.8	0	36.5	6	1	57
23.2	0	24.3	6	0	57
20.3	0	22.7	4	0	57
20.1	0	28.4	12	1	57
29	0	29.9	1	0	57
26.5	0	36.4	12	1	57
28.3	0	33.1	6	0	57
23	0	25.8	4	0	57
20.3	0	29.2	9	1	57
23.1	0	34.6	12	0	58
26.1	0	23.9	2	0	58
28.9	0	36	1	1	58
27	0	25.8	1	0	58
26.1	0	25.8	1	0	58
24.8	0	26.4	2	0	58
27.7	0	43.3	9	1	58
26.8	0	28	1	0	58
29.3	0	46.6	4	1	58
22.6	0	27.2	9	0	58
22.2	0	44.6	12	1	58
20.6	0	30.3	6	0	58
29.3	0	27.2	2	0	58
23.3	0	40.6	12	0	58
23.5	0	27	2	1	58
27.8	0	25.5	1	0	58
21.2	0	24.1	2	0	58
26.4	0	37.8	6	1	58
26	0	36	6	1	58
23.6	0	25	1	0	58
25	0	58.9	12	1	58
26.9	0	36.3	6	1	58
21.2	0	30.9	9	0	58
20.7	0	27.7	2	1	58
21.1	0	28.3	6	0	58
24.3	0	25.8	1	0	58
24.7	0	33.9	6	1	58
24.5	0	25.9	1	1	58
29	0	35.6	4	1	58
23.7	0	28.8	4	0	58
26.2	0	42.1	6	1	58
25.1	0	37.8	9	1	58
25.8	0	37.9	9	1	58
24.4	0	34.9	9	1	58
20.4	0	22.2	2	1	58
23.6	0	34.4	4	1	58
23.9	0	29.4	1	1	58
25.5	0	35.5	9	1	58
29.5	0	30.7	1	0	58
28.6	0	29.8	1	0	58
28.7	0	39.3	9	1	58
21	0	21.8	1	0	58
29	0	31.3	2	1	58
22.6	0	23.5	1	0	58
22.3	0	25.7	4	0	58
29.6	0	26.8	1	0	58
26.7	0	25.4	2	0	58
27	0	34.5	12	0	58
26.5	0	35.3	4	1	58
27.6	0	39.4	6	1	58
26	0	36	9	1	58
24.2	0	35.8	12	0	58
23.3	0	27.4	4	0	59
21.6	0	24.7	9	0	59
27.2	0	60.2	12	0	59
25.4	0	41.1	9	1	59
28.4	0	34.5	4	0	59
25.3	0	70.7	6	1	59
23.5	0	41.6	2	1	59
23.9	0	23.7	6	0	59
22.3	0	34.7	9	0	59
25.1	0	32.3	4	0	59
27.1	0	37	1	1	59
20.6	0	22.3	1	0	59
29.4	0	32	1	0	59
27.2	0	74.9	12	1	59
24	0	42.3	12	0	59
26.2	0	67	12	1	59
26.2	0	41.9	6	0	59
20.3	0	25.5	6	1	59
25	0	35.6	4	0	59
26.2	0	30.7	4	0	59
20.6	0	21.6	1	0	59
28.8	0	36.9	6	0	59
22.7	0	29.7	6	0	59
20	0	100.1	9	1	59
26.6	0	55	2	1	59
25.8	0	84.9	9	1	59
29	0	36.1	4	0	59
20.4	0	24.7	12	0	59
23.6	0	34.1	6	0	59
25.2	0	29.6	2	0	59
20.8	0	32.5	6	0	59
22	0	35.7	4	1	59
22.5	0	25.3	2	0	59
22.4	0	30.9	9	0	60
29.5	0	31.2	1	0	60
23.1	0	21.5	2	0	60
22.4	0	20.9	1	0	60
26.4	0	42.7	6	1	60
20.8	0	32.7	9	1	60
21.5	0	25.2	6	0	60
26.5	0	48.7	12	1	60
26.4	0	36.3	9	1	60
29.2	0	27.2	1	0	60
24.2	0	26.3	2	0	60
25.1	0	35.2	9	1	60
25.3	0	39.4	9	1	60
28.5	0	27.4	1	0	60
22.8	0	24.6	4	0	60
21.3	0	22.3	1	1	60
27.8	0	39.5	12	1	60
22.7	0	20.2	1	0	60
21.9	0	26.1	2	1	60
26.6	0	29.5	1	1	60
21.7	0	22.7	4	0	60
20.1	0	26.3	12	0	60
27	0	29.4	2	1	61
28.2	0	43.4	6	1	61
23.6	0	23.4	4	0	61
20.1	0	29.3	9	1	61
23.8	0	28	9	1	61
28.6	0	34.3	9	1	61
22.3	0	24.8	6	0	61
23.9	0	24.5	1	1	61
23.6	0	21.9	1	0	61
21.2	0	23	4	1	61
20.4	0	19.8	1	0	61
22	0	30.4	9	1	61
22.9	0	21.5	4	0	61
29.8	0	38.3	9	1	61
24.5	0	27.1	4	1	61
25.3	0	25.9	1	0	61
24.3	0	22.8	2	0	61
27	0	35	12	1	61
29.4	0	35.2	9	1	61
24.2	0	29.9	12	1	61
25.2	0	27.9	6	1	61
28.2	0	35.5	6	1	62
24.3	0	31.4	9	1	62
24.7	0	24.4	6	0	62
28.9	0	35.9	9	1	62
20.9	0	22.7	9	0	62
27.4	0	29.9	4	0	62
27.8	0	32.2	6	1	62
25.3	0	33.3	9	1	62
29.5	0	30	6	0	62
22.2	0	30.8	9	1	62
20.8	0	19.5	2	0	62
24.9	0	26.5	2	1	62
22.1	0	22.7	1	1	62
29.8	0	39.9	9	1	62
27.3	0	28.6	2	0	62
29.4	0	38.8	12	1	62
24.7	0	29.8	12	1	62
23.7	0	25.9	12	0	62
28.7	0	35.5	12	1	62
21	0	27.5	12	1	62
29.9	0	31.2	1	0	63
28.2	0	34.4	12	1	63
27.7	0	53.1	1	1	63
29.4	0	78.2	9	1	63
21.2	0	20.7	12	0	63
21.9	0	18.3	2	0	63
23.3	0	23.8	9	0	63
26.1	0	29.9	4	1	63
24	0	32.1	12	1	63
29.2	0	37.4	12	1	63
23.4	0	30.2	6	1	63
25.6	0	30.4	4	1	63
23.2	0	25.1	9	0	63
23.2	0	25.5	2	1	63
27.7	0	30.7	6	1	63
29.3	0	44.2	4	1	63
20.6	0	30.7	12	1	63
25.5	0	30.2	6	1	63
26.7	0	34	4	1	63
20.1	0	29.1	12	1	63
21.3	0	21.8	1	1	63
26.8	0	30.1	9	1	63
21.5	0	21.9	1	0	63
23	0	35.4	12	1	63
27.9	0	30.1	4	1	63
27.7	0	31.2	1	1	63
20.5	0	21.9	4	1	63
23.6	0	24.4	2	1	63
23.5	0	28.2	9	1	63
28.1	0	30.6	2	0	64
24.7	0	39.7	4	1	64
25.8	0	27.2	1	0	64
20.5	0	25.6	4	0	64
25	0	26.9	1	0	64
29.2	0	70.4	12	1	64
22.1	0	25.7	2	0	64
29	0	46.6	9	1	64
28.5	0	68.5	9	1	64
28.2	0	47.2	12	0	64
20.1	0	36.2	12	0	64
26	0	44	9	1	64
25	0	22.5	1	0	64
23.6	0	29.9	4	0	64
24.2	0	23.2	1	0	64
27.8	0	32.7	1	0	64
22.4	0	28.5	4	0	64
24.4	0	26.2	1	0	64
26.9	0	35	4	1	64
24.8	0	40	9	1	64
27.4	0	29.1	1	0	64
21.8	0	21.5	4	0	64
20.6	0	33.6	4	1	64
25.7	0	36	6	1	64
27.6	0	31.1	2	0	64
23.3	0	36.5	4	1	64
25.1	0	37.9	4	1	64
21.7	0	32.2	12	0	64
28.3	0	44.1	12	1	64
26.3	0	40.1	9	1	64
29.2	0	40.4	2	1	64
26.9	0	44.4	12	1	64
20.8	0	22.1	6	0	64
26.4	0	49.6	9	1	64
20.8	0	43	12	1	64
20.5	0	19.9	2	0	64
27.5	0	34.7	9	1	64
23	0	36.6	6	1	64
25.6	0	35.9	9	1	64
23.9	0	27	9	0	64
30	0	28.3	2	0	64
24.7	0	42.3	9	1	64
29.7	0	41.3	9	0	64
20.1	0	25.3	2	1	64
20.3	0	25.3	2	1	64
26.1	0	27.5	4	0	64
23.5	0	28.9	2	1	64
22.6	0	26.5	4	0	64
23.6	0	20.6	1	0	64
24.1	0	32.2	6	1	64
22	0	27	12	0	64
20.8	0	24.7	4	0	64
29.9	0	37.6	2	1	64
29.6	0	43.1	9	1	64
21	0	32.6	12	1	64
20.7	0	22.4	2	0	64
22.1	0	25.9	4	0	64
28.7	0	30.6	4	0	64
21.5	0	25.3	4	0	65
28.6	0	38.4	1	1	65
21.6	0	27.1	1	1	65
21.8	0	24.4	2	0	65
21.4	0	22.9	1	0	65
21.8	0	21.4	1	0	65
23.5	0	40.5	12	1	65
29.1	0	44.5	4	1	65
24.4	0	32.4	12	1	65
28.5	0	29.6	1	0	65
26.4	0	44.3	4	1	65
21.6	0	23.7	12	0	65
25.2	0	27.3	9	0	65
23.5	0	29.3	1	1	65
24.8	0	28.8	9	0	65
24.3	0	23.6	2	0	65
27.6	0	44.9	9	1	65
29.1	0	40.9	6	1	65
21.4	0	22.3	1	0	65
25.2	0	29.8	2	1	65
22.3	0	25	1	1	65
25.8	0	26.3	2	0	65
23.6	0	32.9	9	1	65
21.8	0	23.4	2	0	65
21.5	0	22.3	1	0	65
24.6	0	32.8	6	1	65
24.1	0	34.6	12	1	65
24.3	0	31.3	9	1	65
29.1	0	37.1	6	1	65
21.2	0	24.8	6	1	65
21	0	24.1	9	1	65
22.6	0	27	4	1	65
26.6	0	33	6	1	65
29.9	0	34	6	0	65
25.8	0	25.3	2	0	65
28.9	0	33.1	6	0	65
24.3	0	21.2	1	0	65
26.4	0	31	4	1	65
26.7	0	30.2	4	1	65
23.5	0	21.7	1	0	65
24.9	0	27.8	1	1	65
27.8	0	36.3	12	1	65
21	0	23.7	6	0	65
20.2	0	22.2	4	0	65
20.3	0	22.3	1	0	65
24.4	0	24.2	9	0	65
23.9	0	26.1	12	0	65
21.9	0	26.1	6	1	65
26.1	0	29.1	4	1	65
24.1	0	27.9	6	1	65
27.6	0	30.4	4	1	65
28.6	0	36.8	12	1	65
29.5	0	32.3	9	1	65
20.4	0	25.6	2	1	65
23.2	0	21.3	2	0	65
20.7	0	21.8	9	1	65
23.3	0	28.9	12	1	65
24.3	0	25	12	0	65
26	0	26.5	1	0	65
25	0	26.2	12	0	65
29.8	0	33.1	6	1	65
25.6	0	26.4	9	1	65
23.8	0	24.7	2	1	65
29.4	0	29.8	12	0	65
25.3	0	26.2	2	0	65
23	0	20.8	2	0	65
27.3	0	29.2	4	0	65
24.2	0	31.2	6	1	65
22.4	0	25.5	1	1	65
22.2	0	29.9	12	1	65
27.5	0	41.5	4	1	66
22	0	33.3	6	0	66
20.9	0	47.4	6	1	66
21	0	59.9	12	1	66
23.2	0	20.5	1	0	66
20.9	0	26.7	9	0	66
25.7	0	47.8	12	1	66
24.5	0	39	12	0	66
23.5	0	26.4	2	0	66
25.3	0	39.3	4	1	66
21.9	0	38.8	12	0	66
24.1	0	55.4	12	1	66
21.7	0	35.7	9	1	66
25.5	0	32	4	1	66
26.2	0	34.2	2	1	66
21.3	0	32.5	9	0	66
29.1	0	36.5	4	1	66
20.5	0	24.7	6	0	66
27.4	0	28.6	1	0	66
22.5	0	27.2	4	0	66
28.4	0	37.4	12	0	66
21	0	29.3	6	0	66
23.6	0	34.6	6	0	66
20.4	0	36.4	9	1	66
30	0	56.6	12	1	66
24.9	0	38.3	2	1	66
21.9	0	24.1	6	0	66
27.8	0	49.9	12	1	66
25.5	0	27.2	6	0	66
22.7	0	45.7	9	1	66
28.6	0	33.3	6	1	66
23.7	0	54.4	9	1	66
20.9	0	27	6	1	66
20.1	0	48	12	1	66
20.9	0	24.5	4	0	66
21	0	22	1	0	66
25.8	0	36.2	2	1	66
26.5	0	39.7	4	1	66
24.8	0	30.9	1	1	66
22.8	0	27.1	4	0	66
28.1	0	34	1	1	66
28.4	0	38.6	12	0	66
29.9	0	33.1	2	0	66
28.7	0	38.3	6	0	66
24.6	0	49.2	12	1	66
25.4	0	28.5	4	0	66
21.2	0	26.7	6	0	67
29.7	0	48	4	0	67
21.1	0	65.8	4	1	67
27.7	0	29.2	1	0	67
22.9	0	19.3	6	0	67
24.4	0	40.6	12	0	67
22.2	0	56.2	6	1	67
23.5	0	80.4	12	1	67
27.6	0	31.5	2	0	67
23.3	0	48.1	6	1	67
20.1	0	55.7	12	1	67
26.8	0	36.6	9	0	67
27.5	0	26.9	1	0	67
24.2	0	42.8	9	0	67
29.3	0	62.6	9	1	67
27.2	0	29.8	1	0	67
29.3	0	33.3	2	0	67
25.4	0	38.1	12	0	67
28	0	25.6	2	0	67
21.9	0	36.7	12	0	67
29.1	0	47	9	1	67
22.4	0	30.1	6	0	67
23.3	0	26.2	2	0	67
24.8	0	30.1	1	0	67
25	0	42.4	12	0	67
23.3	0	37.8	1	0	67
28.4	0	82.8	1	1	67
29.8	0	24.7	9	0	67
28.8	0	20.9	2	0	67
22.2	0	23.7	1	0	67
24	0	33.3	6	1	67
26.8	0	45.5	12	0	67
25.6	0	192.8	12	1	67
25	0	34.7	6	0	67
23	0	21.1	6	0	67
24.7	0	45.5	12	0	67
22.5	0	37.9	9	0	67
24.6	0	23.3	4	0	67
22.1	0	37.5	2	1	67
21.6	0	38.1	9	0	67
21.1	0	49.9	6	1	67
27.1	0	96.9	12	1	67
29.5	0	34.9	2	0	67
28.4	0	27.8	2	0	67
29	0	42.7	2	0	67
28.6	0	68.1	6	1	67
28.7	0	40.3	1	1	67
25.6	0	25.1	2	0	67
28.6	0	42.8	2	0	67
23	0	32	4	0	67
22.9	0	90.5	12	1	67
23.5	0	44.6	9	0	67
27.3	0	52.3	4	0	67
24.2	0	23	2	0	67
22.2	0	20	1	0	67
25.6	0	30.1	4	0	68
20.5	0	21.5	6	1	68
23.9	0	32.8	9	0	68
25.3	0	35.8	9	0	68
24.8	0	77.8	6	0	68
23.1	0	365.4	6	1	68
24.7	0	86.3	1	1	68
28.7	0	22.9	12	0	68
24.7	0	29.9	4	0	68
21.9	0	29.1	6	0	68
21.6	0	58.5	2	0	68
25.6	0	28.5	2	0	68
25.1	0	15.6	2	0	68
21.2	0	31.9	9	0	68
28	0	180.6	4	1	68
28.4	0	30.2	1	0	68
25.1	0	43.3	12	0	68
27.1	0	24.5	12	0	68
20.8	0	16.4	4	0	68
23.7	0	17.4	1	0	68
25.7	0	27.7	1	0	68
29	0	32.8	12	0	68
23.1	0	40.1	9	0	68
21.3	0	38.2	9	0	68
20.9	0	40.6	4	0	68
25.6	0	38.9	6	0	68
27.1	0	82.8	4	0	68
27.6	0	55.2	12	0	68
24.9	0	50.8	12	0	68
26	0	47.3	9	0	68
29.9	0	69.6	1	0	68
24.4	0	17.9	4	0	68
20.1	0	22	1	0	68
24.9	0	29.6	2	0	68
28.7	0	34.1	2	0	68
29.8	0	62.9	12	0	68
27.8	0	28	12	0	68
27.2	0	51.5	9	0	68
28.8	0	55.2	9	0	68
21.3	0	16.1	1	0	68
25.8	0	24.1	4	0	68
22.2	0	30.6	9	0	68
20.1	0	32.4	4	0	68
29.8	0	22.4	4	0	68
23.4	0	22.1	12	0	68
22.6	0	37.4	12	0	68
23.2	0	29.2	4	0	68
20.3	0	26.1	4	0	68
22.3	0	42.3	12	0	68
22.1	0	44.3	12	0	68
29.7	0	40.7	1	0	68
29.9	0	31.2	12	0	68
23	0	110.8	9	0	68
22.1	0	23.8	1	0	68
24.6	0	46.3	12	0	68
23.1	0	19.3	6	0	68
22.8	0	45.4	12	0	68
28.3	0	26.3	6	0	68
20.5	0	22.5	9	0	68
28.1	0	60.7	12	0	68
26.1	0	48.4	2	0	68
20.7	0	43.6	12	0	68
27.8	0	51.9	9	0	68
29.6	0	41.6	4	0	68
23.3	0	51.7	12	0	68
26	0	31.6	2	0	68
25.1	0	24.3	4	0	68
24.8	0	78.9	6	0	68
27.5	0	53.2	9	0	68
29.6	0	32.8	1	0	68
28.7	0	34	12	0	68
27.3	0	34.5	12	0	68
22.7	0	28.6	6	0	69
22.4	0	24.9	2	0	69
23.4	0	20.9	1	0	69
24.7	0	56.8	12	1	69
21.8	0	30.1	6	0	69
22.7	0	29.4	4	0	69
20.1	0	34.5	12	0	69
25.9	0	35.7	9	0	69
28.8	0	35.9	12	0	69
27.3	0	34	1	1	69
26	0	26.2	2	0	69
23.2	0	26.1	2	0	69
20.5	0	30.2	9	0	69
28.1	0	44	9	1	69
28.6	0	49.2	12	1	69
29.3	0	38.8	6	0	69
20.2	0	21.9	4	0	69
25	0	29.2	12	0	70
21.5	0	26.3	1	1	70
24.8	0	28.9	1	1	70
